Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1043018062545338369.txt,1,27,36.10,86.68,92.47,25.77,13.50,14.81,70.37,44.44,11.11,7.41,0.00,7.41,0.00,0.00,0.00,3.70,0.00,11.11,11.11,7.41,3.70,3.70,18.52,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,7.41,3.70,3.70,3.70,0.00,0.00,14.81,3.70,29.63,7.41,7.41,14.81,0.00,3.70,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,25.93,11.11,0.00,0.00,3.70,0.00,0.00,0.00,0.00,3.70,0.00,7.41
1043030465693724672.txt,1,24,99.00,33.83,7.84,1.00,24.00,25.00,41.67,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,16.67,0.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,4.17,0.00,4.17,0.00,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,4.17,4.17,0.00,4.17,0.00,0.00,0.00,20.83,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,8.33
1043060640720584705.txt,1,25,73.88,65.56,20.24,25.77,8.33,24.00,64.00,24.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,8.00,4.00,8.00,4.00,0.00,8.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,16.00,0.00,0.00,8.00,0.00,0.00,16.00,0.00,16.00,0.00,16.00,0.00,0.00,0.00,4.00,4.00,4.00,0.00,4.00,0.00,0.00,0.00,32.00,12.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,8.00
1043073600163536897.txt,1,19,99.00,50.00,4.05,1.00,19.00,26.32,63.16,15.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.79,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,5.26,0.00,5.26,0.00,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,15.79,0.00,0.00,15.79,0.00,0.00,0.00,0.00,0.00,10.53,0.00,10.53,0.00,15.79,0.00,0.00,0.00,0.00,5.26,5.26,0.00,5.26,0.00,0.00,0.00,26.32,5.26,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53
1043093724622934016.txt,1,23,99.00,33.19,9.25,1.00,23.00,26.09,43.48,26.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,17.39,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,4.35,0.00,4.35,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,4.35,0.00,0.00,0.00,21.74,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,8.70
1043094117582954496.txt,1,25,30.73,21.18,43.37,1.00,12.50,28.00,72.00,28.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,4.00,4.00,8.00,0.00,12.00,12.00,0.00,0.00,0.00,4.00,12.00,0.00,12.00,0.00,12.00,0.00,4.00,0.00,0.00,0.00,0.00,24.00,8.00,0.00,0.00,12.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,12.00,0.00,0.00,4.00,8.00,0.00,8.00,0.00,0.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,12.00,8.00,4.00,0.00,0.00,0.00,20.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
1043094784259182598.txt,1,18,99.00,71.09,1.00,25.77,9.00,38.89,50.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,16.67,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,27.78,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67
1043108810292912128.txt,1,25,63.83,11.52,20.24,25.77,25.00,20.00,72.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,8.00,4.00,16.00,4.00,4.00,8.00,8.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,4.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,12.00,0.00,0.00,4.00,4.00,0.00,12.00,0.00,12.00,0.00,12.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,20.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
1043115229855535105.txt,1,25,93.26,99.00,1.59,1.00,12.50,24.00,56.00,32.00,12.00,12.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,16.00,4.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,8.00,4.00,8.00,0.00,8.00,0.00,8.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,12.00,0.00,4.00,0.00,0.00,4.00,4.00,0.00,8.00,0.00,8.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00,0.00,0.00,28.00,12.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
1043120695490703360.txt,1,24,96.33,50.00,23.51,1.00,12.00,29.17,50.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,4.17,0.00,4.17,0.00,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,4.17,0.00,16.67,0.00,16.67,0.00,12.50,0.00,0.00,0.00,4.17,4.17,8.33,0.00,8.33,0.00,0.00,0.00,29.17,12.50,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,8.33
1043141207365279744.txt,1,25,88.69,88.48,1.59,91.14,25.00,24.00,60.00,28.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,8.00,8.00,0.00,4.00,8.00,0.00,4.00,8.00,8.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,20.00,4.00,12.00,16.00,0.00,0.00,0.00,8.00,0.00,4.00,0.00,0.00,4.00,8.00,0.00,0.00,0.00,4.00,0.00,8.00,0.00,4.00,0.00,4.00,0.00,24.00,8.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,8.00
1043161518878146560.txt,1,27,83.33,22.95,15.12,1.00,27.00,14.81,59.26,44.44,3.70,3.70,0.00,0.00,0.00,3.70,0.00,0.00,11.11,11.11,3.70,11.11,7.41,3.70,3.70,0.00,0.00,3.70,0.00,0.00,7.41,0.00,7.41,0.00,7.41,0.00,3.70,0.00,0.00,0.00,3.70,7.41,0.00,0.00,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,0.00,7.41,0.00,0.00,3.70,0.00,0.00,11.11,0.00,7.41,3.70,3.70,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,14.81,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41
1044820350142492672.txt,1,21,99.00,92.33,2.82,25.77,10.50,28.57,57.14,23.81,4.76,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,19.05,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,9.52,4.76,4.76,4.76,0.00,4.76,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,9.52,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,38.10,14.29,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.05
1045206003179016192.txt,1,19,49.71,29.92,4.05,97.58,19.00,31.58,57.89,31.58,10.53,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,5.26,5.26,5.26,5.26,5.26,10.53,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.79,0.00,0.00,5.26,5.26,5.26,5.26,5.26,0.00,10.53,0.00,5.26,5.26,5.26,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,21.05,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,10.53
