Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1008030337333510145.txt,1,21,96.66,68.29,1.00,25.77,21.00,33.33,28.57,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,4.76,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,38.10,9.52,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.81
1022489222811250693.txt,1,11,57.84,81.84,1.00,99.00,5.50,18.18,72.73,36.36,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,18.18,0.00,0.00,0.00,18.18,9.09,0.00,9.09,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,18.18,0.00,0.00,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,9.09,0.00,18.18,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,18.18
1027973309126909953.txt,1,25,98.05,34.44,43.37,25.77,12.50,24.00,48.00,32.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,16.00,8.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,8.00,16.00,0.00,12.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,32.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,12.00
1028191654090440704.txt,1,28,58.73,76.25,30.01,25.77,28.00,14.29,67.86,39.29,7.14,3.57,3.57,0.00,0.00,0.00,0.00,3.57,0.00,10.71,14.29,3.57,3.57,0.00,17.86,3.57,0.00,7.14,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,10.71,0.00,0.00,3.57,3.57,3.57,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,3.57,14.29,3.57,7.14,3.57,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,14.29,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14
1028239490182275072.txt,1,25,88.69,50.00,69.14,91.14,25.00,20.00,60.00,28.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,12.00,0.00,0.00,8.00,0.00,8.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,8.00,8.00,0.00,4.00,0.00,0.00,4.00,0.00,20.00,4.00,8.00,8.00,8.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,24.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
1028287665974665217.txt,1,30,98.58,74.76,10.08,25.77,15.00,10.00,73.33,43.33,10.00,6.67,6.67,0.00,0.00,0.00,0.00,3.33,10.00,16.67,3.33,0.00,3.33,0.00,13.33,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,10.00,3.33,0.00,3.33,3.33,0.00,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,10.00,0.00,6.67,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00,20.00,10.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67
1028869353213779969.txt,1,27,99.00,86.68,1.00,25.77,13.50,18.52,51.85,29.63,3.70,3.70,0.00,0.00,0.00,3.70,0.00,0.00,7.41,14.81,0.00,0.00,3.70,0.00,3.70,3.70,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70,3.70,0.00,7.41,0.00,3.70,3.70,0.00,3.70,0.00,0.00,0.00,3.70,3.70,0.00,3.70,0.00,0.00,0.00,18.52,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41
1029089960933171200.txt,1,14,97.73,50.00,13.15,99.00,14.00,28.57,35.71,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,35.71,7.14,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29
1029926009959641088.txt,1,20,93.26,97.69,1.00,25.77,10.00,20.00,50.00,30.00,15.00,10.00,0.00,5.00,0.00,5.00,0.00,5.00,5.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,50.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
1029935067718737920.txt,1,25,88.69,21.18,43.37,25.77,12.50,20.00,60.00,36.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,12.00,8.00,4.00,0.00,4.00,8.00,12.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,4.00,16.00,0.00,12.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,4.00,0.00,4.00,0.00,32.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,12.00
1029957176284958720.txt,1,27,96.08,64.46,15.12,25.77,27.00,11.11,66.67,33.33,3.70,0.00,0.00,0.00,0.00,0.00,0.00,3.70,7.41,11.11,3.70,3.70,3.70,0.00,7.41,11.11,3.70,0.00,0.00,0.00,7.41,3.70,3.70,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,14.81,3.70,0.00,11.11,0.00,0.00,7.41,0.00,0.00,14.81,0.00,11.11,3.70,3.70,3.70,0.00,7.41,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,14.81,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41
1029969460466085889.txt,1,22,57.84,96.52,1.00,25.77,22.00,13.64,50.00,36.36,13.64,4.55,0.00,4.55,0.00,0.00,0.00,9.09,4.55,4.55,4.55,4.55,4.55,0.00,13.64,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,18.18,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64
1030010740147671040.txt,1,26,82.82,50.00,5.76,25.77,8.67,15.38,73.08,46.15,19.23,19.23,11.54,0.00,0.00,7.69,0.00,0.00,3.85,15.38,7.69,0.00,0.00,0.00,15.38,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,0.00,0.00,0.00,7.69,3.85,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,0.00,7.69,0.00,3.85,0.00,3.85,19.23,0.00,7.69,3.85,0.00,3.85,7.69,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,26.92,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54
1030012650045034506.txt,1,24,72.69,89.42,48.89,25.77,24.00,16.67,66.67,37.50,12.50,8.33,0.00,0.00,8.33,0.00,0.00,4.17,0.00,12.50,4.17,4.17,4.17,0.00,16.67,4.17,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,12.50,0.00,8.33,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,16.67,4.17,4.17,8.33,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,33.33,8.33,8.33,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,12.50
1030069396960624640.txt,1,27,99.00,77.05,58.07,25.77,27.00,18.52,48.15,14.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.81,0.00,0.00,0.00,0.00,7.41,3.70,3.70,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,7.41,3.70,3.70,0.00,0.00,0.00,7.41,7.41,22.22,11.11,7.41,3.70,0.00,3.70,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,33.33,7.41,3.70,0.00,3.70,0.00,0.00,0.00,3.70,3.70,0.00,11.11
1030083061348790272.txt,1,22,96.54,67.52,1.00,25.77,11.00,31.82,59.09,22.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,4.55,0.00,4.55,0.00,4.55,13.64,9.09,0.00,4.55,4.55,9.09,4.55,4.55,0.00,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,4.55,4.55,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,31.82,13.64,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09
1030132642270863363.txt,1,27,96.08,64.46,4.97,1.00,27.00,14.81,62.96,33.33,3.70,0.00,0.00,0.00,0.00,0.00,0.00,3.70,3.70,18.52,0.00,3.70,11.11,0.00,3.70,7.41,3.70,0.00,3.70,0.00,3.70,0.00,3.70,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,7.41,0.00,0.00,0.00,0.00,3.70,0.00,7.41,3.70,0.00,3.70,0.00,0.00,0.00,18.52,7.41,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41
1030441918923042817.txt,1,20,96.79,93.30,15.86,25.77,10.00,20.00,50.00,25.00,5.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,5.00,15.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,35.00,10.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
1030484041139740672.txt,1,23,80.93,90.38,80.16,1.00,23.00,30.43,47.83,13.04,4.35,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,4.35,0.00,0.00,4.35,0.00,4.35,8.70,0.00,4.35,0.00,4.35,0.00,4.35,0.00,8.70,0.00,0.00,0.00,0.00,8.70,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,26.09,0.00,8.70,17.39,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,30.43,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.74
1030485011567267842.txt,1,22,99.00,81.84,11.00,25.77,22.00,22.73,50.00,22.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,18.18,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,4.55,0.00,4.55,13.64,0.00,9.09,4.55,9.09,0.00,0.00,4.55,4.55,0.00,4.55,0.00,4.55,0.00,0.00,0.00,22.73,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64
1030492014507384833.txt,1,22,99.00,81.84,11.00,25.77,22.00,22.73,50.00,22.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,18.18,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,4.55,0.00,4.55,13.64,0.00,9.09,4.55,9.09,0.00,0.00,4.55,4.55,0.00,4.55,0.00,4.55,0.00,0.00,0.00,22.73,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64
1030654517665099776.txt,1,26,65.46,35.01,38.39,25.77,6.50,11.54,69.23,42.31,7.69,0.00,0.00,0.00,0.00,0.00,0.00,7.69,3.85,11.54,3.85,3.85,15.38,0.00,15.38,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,3.85,3.85,0.00,11.54,0.00,11.54,3.85,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,61.54,53.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69
1030667411480096768.txt,1,23,99.00,80.77,9.25,25.77,23.00,30.43,56.52,21.74,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,13.04,0.00,0.00,0.00,0.00,4.35,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,4.35,0.00,4.35,0.00,4.35,0.00,4.35,0.00,0.00,13.04,0.00,4.35,8.70,4.35,0.00,0.00,0.00,4.35,8.70,4.35,0.00,4.35,0.00,0.00,0.00,34.78,8.70,17.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70
1030709279429414912.txt,1,23,98.23,80.77,9.25,1.00,11.50,30.43,56.52,26.09,8.70,8.70,4.35,0.00,0.00,4.35,0.00,0.00,0.00,17.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,4.35,0.00,4.35,0.00,13.04,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.00,13.04,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,4.35,0.00,0.00,0.00,34.78,13.04,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,17.39
1031094429858164736.txt,1,24,72.69,33.83,23.51,1.00,12.00,16.67,66.67,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,8.33,4.17,16.67,4.17,0.00,4.17,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,4.17,4.17,4.17,0.00,0.00,8.33,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,12.50,0.00,8.33,4.17,8.33,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,37.50,16.67,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50
1031128053680726016.txt,1,21,96.66,50.00,1.00,25.77,21.00,14.29,42.86,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,4.76,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,4.76,0.00,9.52,4.76,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,33.33,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,19.05
1031145280849080320.txt,1,18,93.26,71.09,23.51,98.27,18.00,16.67,55.56,27.78,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,16.67,0.00,5.56,5.56,0.00,0.00,5.56,5.56,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,11.11,0.00,16.67,0.00,5.56,11.11,0.00,0.00,5.56,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,16.67,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11
1031148315126185984.txt,1,23,96.43,50.00,1.00,25.77,7.67,13.04,60.87,26.09,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,13.04,4.35,4.35,0.00,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,4.35,0.00,0.00,0.00,4.35,13.04,0.00,0.00,13.04,0.00,0.00,0.00,4.35,0.00,4.35,0.00,4.35,0.00,13.04,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,34.78,26.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70
1031148922339618816.txt,1,20,96.79,69.14,3.37,25.77,20.00,30.00,55.00,20.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,15.00,0.00,0.00,5.00,0.00,0.00,10.00,5.00,0.00,0.00,0.00,10.00,5.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,10.00,0.00,5.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,25.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
1031150150893363200.txt,1,18,93.26,71.09,23.51,98.27,9.00,16.67,55.56,27.78,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,16.67,0.00,5.56,5.56,0.00,0.00,5.56,5.56,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,11.11,0.00,16.67,0.00,5.56,11.11,0.00,0.00,5.56,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,22.22,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11
1031153717326868480.txt,1,25,96.24,65.56,20.24,25.77,12.50,12.00,60.00,28.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,16.00,8.00,0.00,4.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,12.00,0.00,0.00,12.00,0.00,0.00,0.00,8.00,0.00,16.00,0.00,16.00,0.00,12.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,24.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,8.00
1031189014403932160.txt,1,20,96.79,69.14,43.37,96.76,20.00,20.00,55.00,30.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,20.00,0.00,5.00,5.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,20.00,0.00,10.00,10.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,20.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00
1031193139342712833.txt,1,23,93.26,66.81,2.02,93.61,23.00,26.09,34.78,17.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,8.70,0.00,0.00,0.00,13.04,8.70,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,4.35,4.35,4.35,8.70,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,26.09,8.70,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,13.04
1031210989436297217.txt,1,20,96.79,69.14,15.86,96.76,10.00,25.00,50.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00,0.00,0.00,10.00,10.00,5.00,0.00,0.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,15.00,5.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,40.00,15.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
1031277121346387969.txt,1,21,93.26,68.29,2.82,1.00,21.00,19.05,61.90,14.29,4.76,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,9.52,0.00,0.00,4.76,0.00,4.76,4.76,4.76,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,4.76,0.00,0.00,0.00,4.76,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,4.76,4.76,0.00,9.52,9.52,0.00,0.00,0.00,0.00,9.52,0.00,9.52,0.00,0.00,0.00,19.05,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,9.52
